Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name,diskretno_vrijeme
Banja Luka,PM2.5 - Principal,2022-01-15 18:00:00,2022,1,15,18,183.0,233,Very Unhealthy,216.3,UG/M3,1 Hr,Valid,2958.0
Banja Luka,PM2.5 - Principal,2022-01-15 19:00:00,2022,1,15,19,235.2,285,Very Unhealthy,287.3,UG/M3,1 Hr,Valid,2959.0
Banja Luka,PM2.5 - Principal,2022-01-15 20:00:00,2022,1,15,20,214.6,265,Very Unhealthy,194.0,UG/M3,1 Hr,Valid,2960.0
Banja Luka,PM2.5 - Principal,2022-01-15 21:00:00,2022,1,15,21,216.0,266,Very Unhealthy,217.4,UG/M3,1 Hr,Valid,2961.0
Banja Luka,PM2.5 - Principal,2022-01-15 22:00:00,2022,1,15,22,192.6,243,Very Unhealthy,169.1,UG/M3,1 Hr,Valid,2962.0
Banja Luka,PM2.5 - Principal,2022-01-15 23:00:00,2022,1,15,23,195.6,246,Very Unhealthy,198.5,UG/M3,1 Hr,Valid,2963.0
Banja Luka,PM2.5 - Principal,2022-01-16 00:00:00,2022,1,16,0,170.0,220,Very Unhealthy,144.5,UG/M3,1 Hr,Valid,2964.0
Banja Luka,PM2.5 - Principal,2022-01-16 01:00:00,2022,1,16,1,153.2,204,Very Unhealthy,136.3,UG/M3,1 Hr,Valid,2965.0
Banja Luka,PM2.5 - Principal,2022-01-16 02:00:00,2022,1,16,2,110.7,180,Unhealthy,68.2,UG/M3,1 Hr,Valid,2966.0
Banja Luka,PM2.5 - Principal,2022-01-16 03:00:00,2022,1,16,3,70.9,159,Unhealthy,31.2,UG/M3,1 Hr,Valid,2967.0
Banja Luka,PM2.5 - Principal,2022-01-16 04:00:00,2022,1,16,4,76.9,162,Unhealthy,82.8,UG/M3,1 Hr,Valid,2968.0
Banja Luka,PM2.5 - Principal,2022-01-16 05:00:00,2022,1,16,5,64.5,156,Unhealthy,52.3,UG/M3,1 Hr,Valid,2969.0
Banja Luka,PM2.5 - Principal,2022-01-16 06:00:00,2022,1,16,6,61.1,154,Unhealthy,57.7,UG/M3,1 Hr,Valid,2970.0
Banja Luka,PM2.5 - Principal,2022-01-16 07:00:00,2022,1,16,7,58.0,152,Unhealthy,55.0,UG/M3,1 Hr,Valid,2971.0
Banja Luka,PM2.5 - Principal,2022-01-16 08:00:00,2022,1,16,8,71.5,159,Unhealthy,85.0,UG/M3,1 Hr,Valid,2972.0
Banja Luka,PM2.5 - Principal,2022-01-16 09:00:00,2022,1,16,9,51.0,139,Unhealthy for Sensitive Groups,30.6,UG/M3,1 Hr,Valid,2973.0
Banja Luka,PM2.5 - Principal,2022-01-16 10:00:00,2022,1,16,10,42.7,119,Unhealthy for Sensitive Groups,34.5,UG/M3,1 Hr,Valid,2974.0
Banja Luka,PM2.5 - Principal,2022-01-16 11:00:00,2022,1,16,11,49.1,134,Unhealthy for Sensitive Groups,55.4,UG/M3,1 Hr,Valid,2975.0
Banja Luka,PM2.5 - Principal,2022-01-16 12:00:00,2022,1,16,12,49.3,135,Unhealthy for Sensitive Groups,49.5,UG/M3,1 Hr,Valid,2976.0
Banja Luka,PM2.5 - Principal,2022-01-16 13:00:00,2022,1,16,13,51.7,141,Unhealthy for Sensitive Groups,54.1,UG/M3,1 Hr,Valid,2977.0
Banja Luka,PM2.5 - Principal,2022-01-16 14:00:00,2022,1,16,14,55.6,151,Unhealthy,59.6,UG/M3,1 Hr,Valid,2978.0
Banja Luka,PM2.5 - Principal,2022-01-16 15:00:00,2022,1,16,15,57.1,152,Unhealthy,58.6,UG/M3,1 Hr,Valid,2979.0
Banja Luka,PM2.5 - Principal,2022-01-16 16:00:00,2022,1,16,16,65.8,156,Unhealthy,74.5,UG/M3,1 Hr,Valid,2980.0
Banja Luka,PM2.5 - Principal,2022-01-16 17:00:00,2022,1,16,17,202.7,253,Very Unhealthy,339.5,UG/M3,1 Hr,Valid,2981.0
Banja Luka,PM2.5 - Principal,2022-01-16 18:00:00,2022,1,16,18,215.7,266,Very Unhealthy,228.6,UG/M3,1 Hr,Valid,2982.0
Banja Luka,PM2.5 - Principal,2022-01-16 19:00:00,2022,1,16,19,235.6,285,Very Unhealthy,255.5,UG/M3,1 Hr,Valid,2983.0
Banja Luka,PM2.5 - Principal,2022-01-16 20:00:00,2022,1,16,20,253.9,304,Hazardous,272.2,UG/M3,1 Hr,Valid,2984.0
Banja Luka,PM2.5 - Principal,2022-01-16 21:00:00,2022,1,16,21,294.6,345,Hazardous,335.1,UG/M3,1 Hr,Valid,2985.0
Banja Luka,PM2.5 - Principal,2022-01-16 22:00:00,2022,1,16,22,287.4,338,Hazardous,280.2,UG/M3,1 Hr,Valid,2986.0
Banja Luka,PM2.5 - Principal,2022-01-16 23:00:00,2022,1,16,23,266.0,316,Hazardous,244.6,UG/M3,1 Hr,Valid,2987.0
Banja Luka,PM2.5 - Principal,2022-01-17 00:00:00,2022,1,17,0,230.9,281,Very Unhealthy,195.8,UG/M3,1 Hr,Valid,2988.0
Banja Luka,PM2.5 - Principal,2022-01-17 01:00:00,2022,1,17,1,205.9,256,Very Unhealthy,180.9,UG/M3,1 Hr,Valid,2989.0
Banja Luka,PM2.5 - Principal,2022-01-17 02:00:00,2022,1,17,2,171.5,222,Very Unhealthy,137.1,UG/M3,1 Hr,Valid,2990.0
Banja Luka,PM2.5 - Principal,2022-01-17 03:00:00,2022,1,17,3,139.5,194,Unhealthy,107.5,UG/M3,1 Hr,Valid,2991.0
Banja Luka,PM2.5 - Principal,2022-01-17 04:00:00,2022,1,17,4,104.9,177,Unhealthy,70.2,UG/M3,1 Hr,Valid,2992.0
Banja Luka,PM2.5 - Principal,2022-01-17 05:00:00,2022,1,17,5,99.7,174,Unhealthy,94.7,UG/M3,1 Hr,Valid,2993.0
Banja Luka,PM2.5 - Principal,2022-01-17 06:00:00,2022,1,17,6,83.7,166,Unhealthy,67.6,UG/M3,1 Hr,Valid,2994.0
Banja Luka,PM2.5 - Principal,2022-01-17 07:00:00,2022,1,17,7,100.9,174,Unhealthy,118.1,UG/M3,1 Hr,Valid,2995.0
Banja Luka,PM2.5 - Principal,2022-01-17 08:00:00,2022,1,17,8,118.6,184,Unhealthy,136.4,UG/M3,1 Hr,Valid,2996.0
Banja Luka,PM2.5 - Principal,2022-01-17 09:00:00,2022,1,17,9,132.2,191,Unhealthy,145.9,UG/M3,1 Hr,Valid,2997.0
Banja Luka,PM2.5 - Principal,2022-01-17 10:00:00,2022,1,17,10,97.0,172,Unhealthy,61.9,UG/M3,1 Hr,Valid,2998.0
Banja Luka,PM2.5 - Principal,2022-01-17 11:00:00,2022,1,17,11,89.5,169,Unhealthy,82.0,UG/M3,1 Hr,Valid,2999.0
Banja Luka,PM2.5 - Principal,2022-01-17 12:00:00,2022,1,17,12,102.4,175,Unhealthy,115.3,UG/M3,1 Hr,Valid,3000.0
Banja Luka,PM2.5 - Principal,2022-01-17 13:00:00,2022,1,17,13,93.3,171,Unhealthy,84.2,UG/M3,1 Hr,Valid,3001.0
Banja Luka,PM2.5 - Principal,2022-01-17 14:00:00,2022,1,17,14,61.1,154,Unhealthy,28.9,UG/M3,1 Hr,Valid,3002.0
Banja Luka,PM2.5 - Principal,2022-01-17 15:00:00,2022,1,17,15,39.3,110,Unhealthy for Sensitive Groups,17.6,UG/M3,1 Hr,Valid,3003.0
Banja Luka,PM2.5 - Principal,2022-01-17 16:00:00,2022,1,17,16,45.7,126,Unhealthy for Sensitive Groups,52.0,UG/M3,1 Hr,Valid,3004.0
Banja Luka,PM2.5 - Principal,2022-01-17 17:00:00,2022,1,17,17,59.4,153,Unhealthy,73.1,UG/M3,1 Hr,Valid,3005.0
Banja Luka,PM2.5 - Principal,2022-01-17 18:00:00,2022,1,17,18,165.4,216,Very Unhealthy,271.4,UG/M3,1 Hr,Valid,3006.0
Banja Luka,PM2.5 - Principal,2022-01-17 19:00:00,2022,1,17,19,204.5,255,Very Unhealthy,243.5,UG/M3,1 Hr,Valid,3007.0
Banja Luka,PM2.5 - Principal,2022-01-17 20:00:00,2022,1,17,20,155.5,206,Very Unhealthy,106.5,UG/M3,1 Hr,Valid,3008.0
Banja Luka,PM2.5 - Principal,2022-01-17 21:00:00,2022,1,17,21,149.0,199,Unhealthy,142.4,UG/M3,1 Hr,Valid,3009.0
Banja Luka,PM2.5 - Principal,2022-01-17 22:00:00,2022,1,17,22,325.3,375,Hazardous,501.5,UG/M3,1 Hr,Valid,3010.0
Banja Luka,PM2.5 - Principal,2022-01-17 23:00:00,2022,1,17,23,367.9,412,Hazardous,410.5,UG/M3,1 Hr,Valid,3011.0
Banja Luka,PM2.5 - Principal,2022-01-18 00:00:00,2022,1,18,0,351.3,402,Hazardous,334.6,UG/M3,1 Hr,Valid,3012.0
Banja Luka,PM2.5 - Principal,2022-01-18 01:00:00,2022,1,18,1,267.3,318,Hazardous,183.3,UG/M3,1 Hr,Valid,3013.0
Banja Luka,PM2.5 - Principal,2022-01-18 02:00:00,2022,1,18,2,136.6,193,Unhealthy,5.9,UG/M3,1 Hr,Valid,3014.0
Banja Luka,PM2.5 - Principal,2022-01-18 03:00:00,2022,1,18,3,70.6,159,Unhealthy,4.5,UG/M3,1 Hr,Valid,3015.0
Banja Luka,PM2.5 - Principal,2022-01-18 04:00:00,2022,1,18,4,37.7,106,Unhealthy for Sensitive Groups,4.9,UG/M3,1 Hr,Valid,3016.0
Banja Luka,PM2.5 - Principal,2022-01-18 05:00:00,2022,1,18,5,27.6,84,Moderate,17.5,UG/M3,1 Hr,Valid,3017.0
Banja Luka,PM2.5 - Principal,2022-01-18 06:00:00,2022,1,18,6,28.5,85,Moderate,29.5,UG/M3,1 Hr,Valid,3018.0
Banja Luka,PM2.5 - Principal,2022-01-18 07:00:00,2022,1,18,7,37.8,107,Unhealthy for Sensitive Groups,47.2,UG/M3,1 Hr,Valid,3019.0
Banja Luka,PM2.5 - Principal,2022-01-18 08:00:00,2022,1,18,8,34.5,98,Moderate,31.1,UG/M3,1 Hr,Valid,3020.0
Banja Luka,PM2.5 - Principal,2022-01-18 09:00:00,2022,1,18,9,59.6,153,Unhealthy,84.8,UG/M3,1 Hr,Valid,3021.0
Banja Luka,PM2.5 - Principal,2022-01-18 10:00:00,2022,1,18,10,40.3,113,Unhealthy for Sensitive Groups,21.2,UG/M3,1 Hr,Valid,3022.0
Banja Luka,PM2.5 - Principal,2022-01-18 11:00:00,2022,1,18,11,24.9,78,Moderate,9.6,UG/M3,1 Hr,Valid,3023.0
Banja Luka,PM2.5 - Principal,2022-01-18 12:00:00,2022,1,18,12,20.8,69,Moderate,16.8,UG/M3,1 Hr,Valid,3024.0
Banja Luka,PM2.5 - Principal,2022-01-18 13:00:00,2022,1,18,13,21.2,70,Moderate,21.6,UG/M3,1 Hr,Valid,3025.0
Banja Luka,PM2.5 - Principal,2022-01-18 14:00:00,2022,1,18,14,15.6,58,Moderate,10.0,UG/M3,1 Hr,Valid,3026.0
Banja Luka,PM2.5 - Principal,2022-01-18 15:00:00,2022,1,18,15,12.3,51,Moderate,9.0,UG/M3,1 Hr,Valid,3027.0
Banja Luka,PM2.5 - Principal,2022-01-18 16:00:00,2022,1,18,16,22.6,73,Moderate,32.8,UG/M3,1 Hr,Valid,3028.0
Banja Luka,PM2.5 - Principal,2022-01-18 17:00:00,2022,1,18,17,68.2,158,Unhealthy,113.8,UG/M3,1 Hr,Valid,3029.0
Banja Luka,PM2.5 - Principal,2022-01-18 18:00:00,2022,1,18,18,139.3,194,Unhealthy,210.4,UG/M3,1 Hr,Valid,3030.0
Banja Luka,PM2.5 - Principal,2022-01-18 19:00:00,2022,1,18,19,156.0,206,Very Unhealthy,172.7,UG/M3,1 Hr,Valid,3031.0
Banja Luka,PM2.5 - Principal,2022-01-18 20:00:00,2022,1,18,20,194.0,244,Very Unhealthy,231.9,UG/M3,1 Hr,Valid,3032.0
Banja Luka,PM2.5 - Principal,2022-01-18 21:00:00,2022,1,18,21,199.9,250,Very Unhealthy,205.7,UG/M3,1 Hr,Valid,3033.0
Banja Luka,PM2.5 - Principal,2022-01-18 22:00:00,2022,1,18,22,208.1,258,Very Unhealthy,216.3,UG/M3,1 Hr,Valid,3034.0
Banja Luka,PM2.5 - Principal,2022-01-18 23:00:00,2022,1,18,23,173.9,224,Very Unhealthy,139.6,UG/M3,1 Hr,Valid,3035.0
Banja Luka,PM2.5 - Principal,2022-01-19 00:00:00,2022,1,19,0,121.5,185,Unhealthy,69.1,UG/M3,1 Hr,Valid,3036.0
Banja Luka,PM2.5 - Principal,2022-01-19 01:00:00,2022,1,19,1,125.0,187,Unhealthy,128.5,UG/M3,1 Hr,Valid,3037.0
Banja Luka,PM2.5 - Principal,2022-01-19 02:00:00,2022,1,19,2,96.4,172,Unhealthy,67.7,UG/M3,1 Hr,Valid,3038.0
Banja Luka,PM2.5 - Principal,2022-01-19 03:00:00,2022,1,19,3,70.2,159,Unhealthy,44.0,UG/M3,1 Hr,Valid,3039.0
Banja Luka,PM2.5 - Principal,2022-01-19 04:00:00,2022,1,19,4,55.9,151,Unhealthy,41.6,UG/M3,1 Hr,Valid,3040.0
Banja Luka,PM2.5 - Principal,2022-01-19 05:00:00,2022,1,19,5,43.8,121,Unhealthy for Sensitive Groups,31.7,UG/M3,1 Hr,Valid,3041.0
Banja Luka,PM2.5 - Principal,2022-01-19 06:00:00,2022,1,19,6,44.7,124,Unhealthy for Sensitive Groups,45.7,UG/M3,1 Hr,Valid,3042.0
Banja Luka,PM2.5 - Principal,2022-01-19 07:00:00,2022,1,19,7,52.0,142,Unhealthy for Sensitive Groups,59.3,UG/M3,1 Hr,Valid,3043.0
Banja Luka,PM2.5 - Principal,2022-01-19 08:00:00,2022,1,19,8,71.9,159,Unhealthy,91.8,UG/M3,1 Hr,Valid,3044.0
Banja Luka,PM2.5 - Principal,2022-01-19 09:00:00,2022,1,19,9,54.1,147,Unhealthy for Sensitive Groups,36.3,UG/M3,1 Hr,Valid,3045.0
Banja Luka,PM2.5 - Principal,2022-01-19 10:00:00,2022,1,19,10,43.5,121,Unhealthy for Sensitive Groups,32.9,UG/M3,1 Hr,Valid,3046.0
Banja Luka,PM2.5 - Principal,2022-01-19 11:00:00,2022,1,19,11,38.1,107,Unhealthy for Sensitive Groups,32.7,UG/M3,1 Hr,Valid,3047.0
Banja Luka,PM2.5 - Principal,2022-01-19 12:00:00,2022,1,19,12,28.8,86,Moderate,19.6,UG/M3,1 Hr,Valid,3048.0
Banja Luka,PM2.5 - Principal,2022-01-19 13:00:00,2022,1,19,13,22.1,72,Moderate,15.5,UG/M3,1 Hr,Valid,3049.0
Banja Luka,PM2.5 - Principal,2022-01-19 14:00:00,2022,1,19,14,28.6,86,Moderate,35.2,UG/M3,1 Hr,Valid,3050.0
Banja Luka,PM2.5 - Principal,2022-01-19 15:00:00,2022,1,19,15,32.8,95,Moderate,37.0,UG/M3,1 Hr,Valid,3051.0
Banja Luka,PM2.5 - Principal,2022-01-19 16:00:00,2022,1,19,16,29.4,87,Moderate,26.0,UG/M3,1 Hr,Valid,3052.0
Banja Luka,PM2.5 - Principal,2022-01-19 17:00:00,2022,1,19,17,139.4,194,Unhealthy,249.3,UG/M3,1 Hr,Valid,3053.0
Banja Luka,PM2.5 - Principal,2022-01-19 18:00:00,2022,1,19,18,168.3,219,Very Unhealthy,197.2,UG/M3,1 Hr,Valid,3054.0
Banja Luka,PM2.5 - Principal,2022-01-19 19:00:00,2022,1,19,19,171.5,222,Very Unhealthy,174.6,UG/M3,1 Hr,Valid,3055.0
Banja Luka,PM2.5 - Principal,2022-01-19 20:00:00,2022,1,19,20,202.4,252,Very Unhealthy,233.3,UG/M3,1 Hr,Valid,3056.0
Banja Luka,PM2.5 - Principal,2022-01-19 21:00:00,2022,1,19,21,190.4,241,Very Unhealthy,178.3,UG/M3,1 Hr,Valid,3057.0
Banja Luka,PM2.5 - Principal,2022-01-19 22:00:00,2022,1,19,22,220.6,270,Very Unhealthy,250.8,UG/M3,1 Hr,Valid,3058.0
Banja Luka,PM2.5 - Principal,2022-01-19 23:00:00,2022,1,19,23,260.5,311,Hazardous,300.3,UG/M3,1 Hr,Valid,3059.0
Banja Luka,PM2.5 - Principal,2022-01-20 00:00:00,2022,1,20,0,245.1,295,Very Unhealthy,229.7,UG/M3,1 Hr,Valid,3060.0
Banja Luka,PM2.5 - Principal,2022-01-20 01:00:00,2022,1,20,1,251.1,302,Hazardous,257.1,UG/M3,1 Hr,Valid,3061.0
Banja Luka,PM2.5 - Principal,2022-01-20 02:00:00,2022,1,20,2,220.0,270,Very Unhealthy,188.9,UG/M3,1 Hr,Valid,3062.0
Banja Luka,PM2.5 - Principal,2022-01-20 03:00:00,2022,1,20,3,134.4,192,Unhealthy,48.8,UG/M3,1 Hr,Valid,3063.0
Banja Luka,PM2.5 - Principal,2022-01-20 04:00:00,2022,1,20,4,70.6,159,Unhealthy,6.8,UG/M3,1 Hr,Valid,3064.0
Banja Luka,PM2.5 - Principal,2022-01-20 05:00:00,2022,1,20,5,40.9,114,Unhealthy for Sensitive Groups,11.3,UG/M3,1 Hr,Valid,3065.0
Banja Luka,PM2.5 - Principal,2022-01-20 06:00:00,2022,1,20,6,23.9,76,Moderate,7.0,UG/M3,1 Hr,Valid,3066.0
Banja Luka,PM2.5 - Principal,2022-01-20 07:00:00,2022,1,20,7,15.7,59,Moderate,7.6,UG/M3,1 Hr,Valid,3067.0
Banja Luka,PM2.5 - Principal,2022-01-20 08:00:00,2022,1,20,8,11.6,48,Good,7.5,UG/M3,1 Hr,Valid,3068.0
Banja Luka,PM2.5 - Principal,2022-01-20 09:00:00,2022,1,20,9,9.4,39,Good,7.3,UG/M3,1 Hr,Valid,3069.0
Banja Luka,PM2.5 - Principal,2022-01-20 10:00:00,2022,1,20,10,9.1,38,Good,8.7,UG/M3,1 Hr,Valid,3070.0
Banja Luka,PM2.5 - Principal,2022-01-20 11:00:00,2022,1,20,11,8.2,34,Good,7.3,UG/M3,1 Hr,Valid,3071.0
Banja Luka,PM2.5 - Principal,2022-01-20 12:00:00,2022,1,20,12,9.4,39,Good,10.7,UG/M3,1 Hr,Valid,3072.0
Banja Luka,PM2.5 - Principal,2022-01-20 13:00:00,2022,1,20,13,42.5,118,Unhealthy for Sensitive Groups,75.6,UG/M3,1 Hr,Valid,3073.0
Banja Luka,PM2.5 - Principal,2022-01-20 14:00:00,2022,1,20,14,44.2,122,Unhealthy for Sensitive Groups,45.9,UG/M3,1 Hr,Valid,3074.0
Banja Luka,PM2.5 - Principal,2022-01-20 15:00:00,2022,1,20,15,46.3,128,Unhealthy for Sensitive Groups,48.5,UG/M3,1 Hr,Valid,3075.0
Banja Luka,PM2.5 - Principal,2022-01-20 16:00:00,2022,1,20,16,68.2,158,Unhealthy,90.0,UG/M3,1 Hr,Valid,3076.0
Banja Luka,PM2.5 - Principal,2022-01-20 17:00:00,2022,1,20,17,89.2,168,Unhealthy,110.1,UG/M3,1 Hr,Valid,3077.0
Banja Luka,PM2.5 - Principal,2022-01-20 18:00:00,2022,1,20,18,55.7,151,Unhealthy,22.2,UG/M3,1 Hr,Valid,3078.0
Banja Luka,PM2.5 - Principal,2022-01-20 19:00:00,2022,1,20,19,67.0,157,Unhealthy,78.4,UG/M3,1 Hr,Valid,3079.0
Banja Luka,PM2.5 - Principal,2022-01-20 20:00:00,2022,1,20,20,38.0,107,Unhealthy for Sensitive Groups,9.0,UG/M3,1 Hr,Valid,3080.0
Banja Luka,PM2.5 - Principal,2022-01-20 21:00:00,2022,1,20,21,25.9,80,Moderate,13.7,UG/M3,1 Hr,Valid,3081.0
Banja Luka,PM2.5 - Principal,2022-01-20 22:00:00,2022,1,20,22,23.0,74,Moderate,20.1,UG/M3,1 Hr,Valid,3082.0
Banja Luka,PM2.5 - Principal,2022-01-20 23:00:00,2022,1,20,23,34.3,98,Moderate,45.7,UG/M3,1 Hr,Valid,3083.0
Banja Luka,PM2.5 - Principal,2022-01-21 00:00:00,2022,1,21,0,36.3,103,Unhealthy for Sensitive Groups,38.2,UG/M3,1 Hr,Valid,3084.0
Banja Luka,PM2.5 - Principal,2022-01-21 01:00:00,2022,1,21,1,22.9,74,Moderate,9.4,UG/M3,1 Hr,Valid,3085.0
Banja Luka,PM2.5 - Principal,2022-01-21 02:00:00,2022,1,21,2,17.5,62,Moderate,12.2,UG/M3,1 Hr,Valid,3086.0
Banja Luka,PM2.5 - Principal,2022-01-21 03:00:00,2022,1,21,3,12.6,52,Moderate,7.8,UG/M3,1 Hr,Valid,3087.0
Banja Luka,PM2.5 - Principal,2022-01-21 04:00:00,2022,1,21,4,10.7,45,Good,8.8,UG/M3,1 Hr,Valid,3088.0
Banja Luka,PM2.5 - Principal,2022-01-21 05:00:00,2022,1,21,5,11.3,47,Good,11.8,UG/M3,1 Hr,Valid,3089.0
Banja Luka,PM2.5 - Principal,2022-01-21 06:00:00,2022,1,21,6,10.7,45,Good,10.2,UG/M3,1 Hr,Valid,3090.0
Banja Luka,PM2.5 - Principal,2022-01-21 07:00:00,2022,1,21,7,21.3,70,Moderate,31.9,UG/M3,1 Hr,Valid,3091.0
Banja Luka,PM2.5 - Principal,2022-01-21 08:00:00,2022,1,21,8,40.9,114,Unhealthy for Sensitive Groups,60.4,UG/M3,1 Hr,Valid,3092.0
Banja Luka,PM2.5 - Principal,2022-01-21 09:00:00,2022,1,21,9,28.4,85,Moderate,16.0,UG/M3,1 Hr,Valid,3093.0
Banja Luka,PM2.5 - Principal,2022-01-21 10:00:00,2022,1,21,10,18.3,64,Moderate,8.2,UG/M3,1 Hr,Valid,3094.0
Banja Luka,PM2.5 - Principal,2022-01-21 11:00:00,2022,1,21,11,13.8,55,Moderate,9.2,UG/M3,1 Hr,Valid,3095.0
Banja Luka,PM2.5 - Principal,2022-01-21 12:00:00,2022,1,21,12,13.4,54,Moderate,13.0,UG/M3,1 Hr,Valid,3096.0
Banja Luka,PM2.5 - Principal,2022-01-21 13:00:00,2022,1,21,13,12.8,52,Moderate,12.1,UG/M3,1 Hr,Valid,3097.0
Banja Luka,PM2.5 - Principal,2022-01-21 14:00:00,2022,1,21,14,11.6,48,Good,10.4,UG/M3,1 Hr,Valid,3098.0
Banja Luka,PM2.5 - Principal,2022-01-21 15:00:00,2022,1,21,15,11.0,46,Good,10.4,UG/M3,1 Hr,Valid,3099.0
Banja Luka,PM2.5 - Principal,2022-01-21 16:00:00,2022,1,21,16,12.3,51,Moderate,13.7,UG/M3,1 Hr,Valid,3100.0
Banja Luka,PM2.5 - Principal,2022-01-21 17:00:00,2022,1,21,17,31.2,91,Moderate,50.0,UG/M3,1 Hr,Valid,3101.0
Banja Luka,PM2.5 - Principal,2022-01-21 18:00:00,2022,1,21,18,61.7,154,Unhealthy,92.1,UG/M3,1 Hr,Valid,3102.0
Banja Luka,PM2.5 - Principal,2022-01-21 19:00:00,2022,1,21,19,90.5,169,Unhealthy,119.3,UG/M3,1 Hr,Valid,3103.0
Banja Luka,PM2.5 - Principal,2022-01-21 20:00:00,2022,1,21,20,97.9,173,Unhealthy,105.3,UG/M3,1 Hr,Valid,3104.0
Banja Luka,PM2.5 - Principal,2022-01-21 21:00:00,2022,1,21,21,58.8,153,Unhealthy,19.7,UG/M3,1 Hr,Valid,3105.0
Banja Luka,PM2.5 - Principal,2022-01-21 22:00:00,2022,1,21,22,35.8,102,Unhealthy for Sensitive Groups,12.8,UG/M3,1 Hr,Valid,3106.0
Banja Luka,PM2.5 - Principal,2022-01-21 23:00:00,2022,1,21,23,23.8,76,Moderate,11.7,UG/M3,1 Hr,Valid,3107.0
Banja Luka,PM2.5 - Principal,2022-01-22 00:00:00,2022,1,22,0,19.5,67,Moderate,15.1,UG/M3,1 Hr,Valid,3108.0
Banja Luka,PM2.5 - Principal,2022-01-22 01:00:00,2022,1,22,1,14.9,57,Moderate,10.3,UG/M3,1 Hr,Valid,3109.0
Banja Luka,PM2.5 - Principal,2022-01-22 02:00:00,2022,1,22,2,14.9,57,Moderate,15.0,UG/M3,1 Hr,Valid,3110.0
Banja Luka,PM2.5 - Principal,2022-01-22 03:00:00,2022,1,22,3,15.7,59,Moderate,16.4,UG/M3,1 Hr,Valid,3111.0
Banja Luka,PM2.5 - Principal,2022-01-22 04:00:00,2022,1,22,4,14.1,55,Moderate,12.5,UG/M3,1 Hr,Valid,3112.0
Banja Luka,PM2.5 - Principal,2022-01-22 05:00:00,2022,1,22,5,11.5,48,Good,8.9,UG/M3,1 Hr,Valid,3113.0
Banja Luka,PM2.5 - Principal,2022-01-22 06:00:00,2022,1,22,6,10.0,42,Good,8.5,UG/M3,1 Hr,Valid,3114.0
Banja Luka,PM2.5 - Principal,2022-01-22 07:00:00,2022,1,22,7,11.6,48,Good,13.3,UG/M3,1 Hr,Valid,3115.0
Banja Luka,PM2.5 - Principal,2022-01-22 08:00:00,2022,1,22,8,11.8,49,Good,12.0,UG/M3,1 Hr,Valid,3116.0
Banja Luka,PM2.5 - Principal,2022-01-22 09:00:00,2022,1,22,9,20.8,69,Moderate,29.7,UG/M3,1 Hr,Valid,3117.0
Banja Luka,PM2.5 - Principal,2022-01-22 10:00:00,2022,1,22,10,16.8,61,Moderate,12.8,UG/M3,1 Hr,Valid,3118.0
Banja Luka,PM2.5 - Principal,2022-01-22 11:00:00,2022,1,22,11,26.2,81,Moderate,35.6,UG/M3,1 Hr,Valid,3119.0
Banja Luka,PM2.5 - Principal,2022-01-22 12:00:00,2022,1,22,12,46.2,127,Unhealthy for Sensitive Groups,66.2,UG/M3,1 Hr,Valid,3120.0
Banja Luka,PM2.5 - Principal,2022-01-22 13:00:00,2022,1,22,13,49.2,135,Unhealthy for Sensitive Groups,52.2,UG/M3,1 Hr,Valid,3121.0
Banja Luka,PM2.5 - Principal,2022-01-22 14:00:00,2022,1,22,14,34.5,98,Moderate,19.8,UG/M3,1 Hr,Valid,3122.0
Banja Luka,PM2.5 - Principal,2022-01-22 15:00:00,2022,1,22,15,28.5,85,Moderate,22.6,UG/M3,1 Hr,Valid,3123.0
Banja Luka,PM2.5 - Principal,2022-01-22 16:00:00,2022,1,22,16,23.3,75,Moderate,18.0,UG/M3,1 Hr,Valid,3124.0
Banja Luka,PM2.5 - Principal,2022-01-22 17:00:00,2022,1,22,17,21.4,71,Moderate,19.5,UG/M3,1 Hr,Valid,3125.0
Banja Luka,PM2.5 - Principal,2022-01-22 18:00:00,2022,1,22,18,21.5,71,Moderate,21.6,UG/M3,1 Hr,Valid,3126.0
Banja Luka,PM2.5 - Principal,2022-01-22 19:00:00,2022,1,22,19,21.0,70,Moderate,20.6,UG/M3,1 Hr,Valid,3127.0
Banja Luka,PM2.5 - Principal,2022-01-22 20:00:00,2022,1,22,20,29.8,88,Moderate,38.6,UG/M3,1 Hr,Valid,3128.0
Banja Luka,PM2.5 - Principal,2022-01-22 21:00:00,2022,1,22,21,32.9,95,Moderate,36.0,UG/M3,1 Hr,Valid,3129.0
Banja Luka,PM2.5 - Principal,2022-01-22 22:00:00,2022,1,22,22,44.3,123,Unhealthy for Sensitive Groups,55.6,UG/M3,1 Hr,Valid,3130.0
Banja Luka,PM2.5 - Principal,2022-01-22 23:00:00,2022,1,22,23,105.9,177,Unhealthy,167.5,UG/M3,1 Hr,Valid,3131.0
Banja Luka,PM2.5 - Principal,2022-01-23 00:00:00,2022,1,23,0,90.7,169,Unhealthy,75.6,UG/M3,1 Hr,Valid,3132.0
Banja Luka,PM2.5 - Principal,2022-01-23 01:00:00,2022,1,23,1,69.3,158,Unhealthy,47.9,UG/M3,1 Hr,Valid,3133.0
