Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name,diskretno_vrijeme
Banja Luka,PM2.5 - Principal,2022-06-14 04:00:00,2022,6,14,4,7.7,32,Good,6.6,UG/M3,1 Hr,Valid,6039.0
Banja Luka,PM2.5 - Principal,2022-06-14 05:00:00,2022,6,14,5,7.2,30,Good,6.8,UG/M3,1 Hr,Valid,6040.0
Banja Luka,PM2.5 - Principal,2022-06-14 06:00:00,2022,6,14,6,6.7,28,Good,6.3,UG/M3,1 Hr,Valid,6041.0
Banja Luka,PM2.5 - Principal,2022-06-14 07:00:00,2022,6,14,7,6.7,28,Good,6.6,UG/M3,1 Hr,Valid,6042.0
Banja Luka,PM2.5 - Principal,2022-06-14 08:00:00,2022,6,14,8,6.7,28,Good,6.8,UG/M3,1 Hr,Valid,6043.0
Banja Luka,PM2.5 - Principal,2022-06-14 09:00:00,2022,6,14,9,6.8,28,Good,6.9,UG/M3,1 Hr,Valid,6044.0
Banja Luka,PM2.5 - Principal,2022-06-14 10:00:00,2022,6,14,10,7.5,31,Good,8.3,UG/M3,1 Hr,Valid,6045.0
Banja Luka,PM2.5 - Principal,2022-06-14 11:00:00,2022,6,14,11,7.6,32,Good,7.6,UG/M3,1 Hr,Valid,6046.0
Banja Luka,PM2.5 - Principal,2022-06-14 12:00:00,2022,6,14,12,6.8,28,Good,6.0,UG/M3,1 Hr,Valid,6047.0
Banja Luka,PM2.5 - Principal,2022-06-14 13:00:00,2022,6,14,13,6.3,26,Good,5.5,UG/M3,1 Hr,Valid,6048.0
Banja Luka,PM2.5 - Principal,2022-06-14 14:00:00,2022,6,14,14,6.4,27,Good,6.3,UG/M3,1 Hr,Valid,6049.0
Banja Luka,PM2.5 - Principal,2022-06-14 15:00:00,2022,6,14,15,6.6,28,Good,6.9,UG/M3,1 Hr,Valid,6050.0
Banja Luka,PM2.5 - Principal,2022-06-14 16:00:00,2022,6,14,16,6.5,27,Good,6.5,UG/M3,1 Hr,Valid,6051.0
Banja Luka,PM2.5 - Principal,2022-06-14 17:00:00,2022,6,14,17,6.6,28,Good,6.6,UG/M3,1 Hr,Valid,6052.0
Banja Luka,PM2.5 - Principal,2022-06-14 18:00:00,2022,6,14,18,6.6,28,Good,6.6,UG/M3,1 Hr,Valid,6053.0
Banja Luka,PM2.5 - Principal,2022-06-14 19:00:00,2022,6,14,19,6.6,28,Good,6.6,UG/M3,1 Hr,Valid,6054.0
Banja Luka,PM2.5 - Principal,2022-06-14 20:00:00,2022,6,14,20,6.5,27,Good,6.5,UG/M3,1 Hr,Valid,6055.0
Banja Luka,PM2.5 - Principal,2022-06-14 21:00:00,2022,6,14,21,6.6,28,Good,6.7,UG/M3,1 Hr,Valid,6056.0
Banja Luka,PM2.5 - Principal,2022-06-14 22:00:00,2022,6,14,22,6.8,28,Good,7.2,UG/M3,1 Hr,Valid,6057.0
Banja Luka,PM2.5 - Principal,2022-06-14 23:00:00,2022,6,14,23,8.3,35,Good,10.1,UG/M3,1 Hr,Valid,6058.0
Banja Luka,PM2.5 - Principal,2022-06-15 00:00:00,2022,6,15,0,9.1,38,Good,10.1,UG/M3,1 Hr,Valid,6059.0
Banja Luka,PM2.5 - Principal,2022-06-15 01:00:00,2022,6,15,1,9.2,38,Good,9.8,UG/M3,1 Hr,Valid,6060.0
Banja Luka,PM2.5 - Principal,2022-06-15 02:00:00,2022,6,15,2,9.2,38,Good,9.4,UG/M3,1 Hr,Valid,6061.0
Banja Luka,PM2.5 - Principal,2022-06-15 03:00:00,2022,6,15,3,9.2,38,Good,9.1,UG/M3,1 Hr,Valid,6062.0
Banja Luka,PM2.5 - Principal,2022-06-15 04:00:00,2022,6,15,4,8.6,36,Good,7.6,UG/M3,1 Hr,Valid,6063.0
Banja Luka,PM2.5 - Principal,2022-06-15 05:00:00,2022,6,15,5,8.0,33,Good,6.9,UG/M3,1 Hr,Valid,6064.0
Banja Luka,PM2.5 - Principal,2022-06-15 06:00:00,2022,6,15,6,7.6,32,Good,7.0,UG/M3,1 Hr,Valid,6065.0
Banja Luka,PM2.5 - Principal,2022-06-15 07:00:00,2022,6,15,7,7.5,31,Good,7.2,UG/M3,1 Hr,Valid,6066.0
Banja Luka,PM2.5 - Principal,2022-06-15 08:00:00,2022,6,15,8,7.6,32,Good,7.7,UG/M3,1 Hr,Valid,6067.0
Banja Luka,PM2.5 - Principal,2022-06-15 09:00:00,2022,6,15,9,7.8,33,Good,8.2,UG/M3,1 Hr,Valid,6068.0
Banja Luka,PM2.5 - Principal,2022-06-15 10:00:00,2022,6,15,10,7.8,33,Good,7.8,UG/M3,1 Hr,Valid,6069.0
Banja Luka,PM2.5 - Principal,2022-06-15 11:00:00,2022,6,15,11,8.0,33,Good,8.4,UG/M3,1 Hr,Valid,6070.0
Banja Luka,PM2.5 - Principal,2022-06-15 12:00:00,2022,6,15,12,7.8,33,Good,7.5,UG/M3,1 Hr,Valid,6071.0
Banja Luka,PM2.5 - Principal,2022-06-15 13:00:00,2022,6,15,13,7.3,30,Good,6.2,UG/M3,1 Hr,Valid,6072.0
Banja Luka,PM2.5 - Principal,2022-06-15 14:00:00,2022,6,15,14,7.0,29,Good,6.3,UG/M3,1 Hr,Valid,6073.0
Banja Luka,PM2.5 - Principal,2022-06-15 15:00:00,2022,6,15,15,7.0,29,Good,6.9,UG/M3,1 Hr,Valid,6074.0
Banja Luka,PM2.5 - Principal,2022-06-15 16:00:00,2022,6,15,16,7.0,29,Good,7.2,UG/M3,1 Hr,Valid,6075.0
Banja Luka,PM2.5 - Principal,2022-06-15 17:00:00,2022,6,15,17,7.1,30,Good,7.3,UG/M3,1 Hr,Valid,6076.0
Banja Luka,PM2.5 - Principal,2022-06-15 18:00:00,2022,6,15,18,7.2,30,Good,7.3,UG/M3,1 Hr,Valid,6077.0
Banja Luka,PM2.5 - Principal,2022-06-15 19:00:00,2022,6,15,19,7.3,30,Good,7.7,UG/M3,1 Hr,Valid,6078.0
Banja Luka,PM2.5 - Principal,2022-06-15 20:00:00,2022,6,15,20,7.4,31,Good,7.7,UG/M3,1 Hr,Valid,6079.0
Banja Luka,PM2.5 - Principal,2022-06-15 21:00:00,2022,6,15,21,7.8,33,Good,8.7,UG/M3,1 Hr,Valid,6080.0
Banja Luka,PM2.5 - Principal,2022-06-15 22:00:00,2022,6,15,22,8.5,35,Good,9.5,UG/M3,1 Hr,Valid,6081.0
Banja Luka,PM2.5 - Principal,2022-06-15 23:00:00,2022,6,15,23,9.4,39,Good,10.6,UG/M3,1 Hr,Valid,6082.0
Banja Luka,PM2.5 - Principal,2022-06-16 00:00:00,2022,6,16,0,10.9,45,Good,12.2,UG/M3,1 Hr,Valid,6083.0
Banja Luka,PM2.5 - Principal,2022-06-16 01:00:00,2022,6,16,1,11.7,49,Good,12.5,UG/M3,1 Hr,Valid,6084.0
Banja Luka,PM2.5 - Principal,2022-06-16 02:00:00,2022,6,16,2,11.9,50,Good,12.3,UG/M3,1 Hr,Valid,6085.0
Banja Luka,PM2.5 - Principal,2022-06-16 03:00:00,2022,6,16,3,11.0,46,Good,10.0,UG/M3,1 Hr,Valid,6086.0
Banja Luka,PM2.5 - Principal,2022-06-16 04:00:00,2022,6,16,4,10.4,43,Good,9.6,UG/M3,1 Hr,Valid,6087.0
Banja Luka,PM2.5 - Principal,2022-06-16 05:00:00,2022,6,16,5,10.2,43,Good,9.9,UG/M3,1 Hr,Valid,6088.0
Banja Luka,PM2.5 - Principal,2022-06-16 06:00:00,2022,6,16,6,9.8,41,Good,9.1,UG/M3,1 Hr,Valid,6089.0
Banja Luka,PM2.5 - Principal,2022-06-16 07:00:00,2022,6,16,7,9.8,41,Good,9.8,UG/M3,1 Hr,Valid,6090.0
Banja Luka,PM2.5 - Principal,2022-06-16 08:00:00,2022,6,16,8,10.2,43,Good,10.8,UG/M3,1 Hr,Valid,6091.0
Banja Luka,PM2.5 - Principal,2022-06-16 09:00:00,2022,6,16,9,10.4,43,Good,10.8,UG/M3,1 Hr,Valid,6092.0
Banja Luka,PM2.5 - Principal,2022-06-16 10:00:00,2022,6,16,10,10.5,44,Good,10.7,UG/M3,1 Hr,Valid,6093.0
Banja Luka,PM2.5 - Principal,2022-06-16 11:00:00,2022,6,16,11,10.8,45,Good,11.7,UG/M3,1 Hr,Valid,6094.0
Banja Luka,PM2.5 - Principal,2022-06-16 12:00:00,2022,6,16,12,12.1,51,Moderate,14.1,UG/M3,1 Hr,Valid,6095.0
Banja Luka,PM2.5 - Principal,2022-06-16 13:00:00,2022,6,16,13,12.2,51,Moderate,12.5,UG/M3,1 Hr,Valid,6096.0
Banja Luka,PM2.5 - Principal,2022-06-16 14:00:00,2022,6,16,14,11.9,50,Good,11.3,UG/M3,1 Hr,Valid,6097.0
Banja Luka,PM2.5 - Principal,2022-06-16 15:00:00,2022,6,16,15,11.3,47,Good,10.1,UG/M3,1 Hr,Valid,6098.0
Banja Luka,PM2.5 - Principal,2022-06-16 16:00:00,2022,6,16,16,10.2,43,Good,8.7,UG/M3,1 Hr,Valid,6099.0
Banja Luka,PM2.5 - Principal,2022-06-16 17:00:00,2022,6,16,17,9.6,40,Good,8.5,UG/M3,1 Hr,Valid,6100.0
Banja Luka,PM2.5 - Principal,2022-06-16 18:00:00,2022,6,16,18,9.2,38,Good,8.5,UG/M3,1 Hr,Valid,6101.0
Banja Luka,PM2.5 - Principal,2022-06-16 19:00:00,2022,6,16,19,9.0,38,Good,8.9,UG/M3,1 Hr,Valid,6102.0
Banja Luka,PM2.5 - Principal,2022-06-16 20:00:00,2022,6,16,20,9.4,39,Good,9.9,UG/M3,1 Hr,Valid,6103.0
Banja Luka,PM2.5 - Principal,2022-06-16 21:00:00,2022,6,16,21,10.8,45,Good,12.9,UG/M3,1 Hr,Valid,6104.0
Banja Luka,PM2.5 - Principal,2022-06-16 22:00:00,2022,6,16,22,12.0,50,Good,14.0,UG/M3,1 Hr,Valid,6105.0
Banja Luka,PM2.5 - Principal,2022-06-16 23:00:00,2022,6,16,23,13.3,54,Moderate,14.8,UG/M3,1 Hr,Valid,6106.0
Banja Luka,PM2.5 - Principal,2022-06-17 00:00:00,2022,6,17,0,13.1,53,Moderate,12.8,UG/M3,1 Hr,Valid,6107.0
Banja Luka,PM2.5 - Principal,2022-06-17 01:00:00,2022,6,17,1,13.1,53,Moderate,13.0,UG/M3,1 Hr,Valid,6108.0
Banja Luka,PM2.5 - Principal,2022-06-17 02:00:00,2022,6,17,2,12.0,50,Good,10.6,UG/M3,1 Hr,Valid,6109.0
Banja Luka,PM2.5 - Principal,2022-06-17 03:00:00,2022,6,17,3,11.5,48,Good,10.9,UG/M3,1 Hr,Valid,6110.0
Banja Luka,PM2.5 - Principal,2022-06-17 04:00:00,2022,6,17,4,11.1,46,Good,10.6,UG/M3,1 Hr,Valid,6111.0
Banja Luka,PM2.5 - Principal,2022-06-17 05:00:00,2022,6,17,5,11.1,46,Good,11.1,UG/M3,1 Hr,Valid,6112.0
Banja Luka,PM2.5 - Principal,2022-06-17 06:00:00,2022,6,17,6,10.9,45,Good,10.5,UG/M3,1 Hr,Valid,6113.0
Banja Luka,PM2.5 - Principal,2022-06-17 07:00:00,2022,6,17,7,11.1,46,Good,11.3,UG/M3,1 Hr,Valid,6114.0
Banja Luka,PM2.5 - Principal,2022-06-17 08:00:00,2022,6,17,8,10.9,45,Good,10.3,UG/M3,1 Hr,Valid,6115.0
Banja Luka,PM2.5 - Principal,2022-06-17 09:00:00,2022,6,17,9,10.9,45,Good,11.0,UG/M3,1 Hr,Valid,6116.0
Banja Luka,PM2.5 - Principal,2022-06-17 10:00:00,2022,6,17,10,10.3,43,Good,9.4,UG/M3,1 Hr,Valid,6117.0
Banja Luka,PM2.5 - Principal,2022-06-17 11:00:00,2022,6,17,11,9.9,41,Good,8.9,UG/M3,1 Hr,Valid,6118.0
Banja Luka,PM2.5 - Principal,2022-06-17 12:00:00,2022,6,17,12,9.7,40,Good,9.3,UG/M3,1 Hr,Valid,6119.0
Banja Luka,PM2.5 - Principal,2022-06-17 13:00:00,2022,6,17,13,9.9,41,Good,10.1,UG/M3,1 Hr,Valid,6120.0
Banja Luka,PM2.5 - Principal,2022-06-17 14:00:00,2022,6,17,14,10.0,42,Good,10.0,UG/M3,1 Hr,Valid,6121.0
Banja Luka,PM2.5 - Principal,2022-06-17 15:00:00,2022,6,17,15,9.8,41,Good,9.2,UG/M3,1 Hr,Valid,6122.0
Banja Luka,PM2.5 - Principal,2022-06-17 16:00:00,2022,6,17,16,10.0,42,Good,10.7,UG/M3,1 Hr,Valid,6123.0
Banja Luka,PM2.5 - Principal,2022-06-17 17:00:00,2022,6,17,17,10.2,43,Good,10.8,UG/M3,1 Hr,Valid,6124.0
Banja Luka,PM2.5 - Principal,2022-06-17 18:00:00,2022,6,17,18,10.2,43,Good,10.4,UG/M3,1 Hr,Valid,6125.0
Banja Luka,PM2.5 - Principal,2022-06-17 19:00:00,2022,6,17,19,10.4,43,Good,11.1,UG/M3,1 Hr,Valid,6126.0
Banja Luka,PM2.5 - Principal,2022-06-17 20:00:00,2022,6,17,20,10.9,45,Good,12.0,UG/M3,1 Hr,Valid,6127.0
Banja Luka,PM2.5 - Principal,2022-06-17 21:00:00,2022,6,17,21,11.0,46,Good,11.4,UG/M3,1 Hr,Valid,6128.0
Banja Luka,PM2.5 - Principal,2022-06-17 22:00:00,2022,6,17,22,11.1,46,Good,11.1,UG/M3,1 Hr,Valid,6129.0
Banja Luka,PM2.5 - Principal,2022-06-17 23:00:00,2022,6,17,23,13.0,53,Moderate,15.6,UG/M3,1 Hr,Valid,6130.0
Banja Luka,PM2.5 - Principal,2022-06-18 00:00:00,2022,6,18,0,16.4,60,Moderate,19.4,UG/M3,1 Hr,Valid,6131.0
Banja Luka,PM2.5 - Principal,2022-06-18 01:00:00,2022,6,18,1,15.7,59,Moderate,14.9,UG/M3,1 Hr,Valid,6132.0
Banja Luka,PM2.5 - Principal,2022-06-18 02:00:00,2022,6,18,2,14.4,56,Moderate,13.1,UG/M3,1 Hr,Valid,6133.0
Banja Luka,PM2.5 - Principal,2022-06-18 03:00:00,2022,6,18,3,13.2,53,Moderate,11.9,UG/M3,1 Hr,Valid,6134.0
Banja Luka,PM2.5 - Principal,2022-06-18 04:00:00,2022,6,18,4,12.8,52,Moderate,12.3,UG/M3,1 Hr,Valid,6135.0
Banja Luka,PM2.5 - Principal,2022-06-18 05:00:00,2022,6,18,5,12.2,51,Moderate,11.4,UG/M3,1 Hr,Valid,6136.0
Banja Luka,PM2.5 - Principal,2022-06-18 06:00:00,2022,6,18,6,11.5,48,Good,10.6,UG/M3,1 Hr,Valid,6137.0
Banja Luka,PM2.5 - Principal,2022-06-18 07:00:00,2022,6,18,7,10.8,45,Good,10.1,UG/M3,1 Hr,Valid,6138.0
Banja Luka,PM2.5 - Principal,2022-06-18 08:00:00,2022,6,18,8,10.9,45,Good,11.0,UG/M3,1 Hr,Valid,6139.0
Banja Luka,PM2.5 - Principal,2022-06-18 09:00:00,2022,6,18,9,10.8,45,Good,10.6,UG/M3,1 Hr,Valid,6140.0
Banja Luka,PM2.5 - Principal,2022-06-18 10:00:00,2022,6,18,10,10.6,44,Good,10.4,UG/M3,1 Hr,Valid,6141.0
Banja Luka,PM2.5 - Principal,2022-06-18 11:00:00,2022,6,18,11,8.6,36,Good,6.6,UG/M3,1 Hr,Valid,6142.0
Banja Luka,PM2.5 - Principal,2022-06-18 12:00:00,2022,6,18,12,7.4,31,Good,6.3,UG/M3,1 Hr,Valid,6143.0
Banja Luka,PM2.5 - Principal,2022-06-18 13:00:00,2022,6,18,13,7.3,30,Good,7.2,UG/M3,1 Hr,Valid,6144.0
Banja Luka,PM2.5 - Principal,2022-06-18 14:00:00,2022,6,18,14,7.8,33,Good,8.4,UG/M3,1 Hr,Valid,6145.0
Banja Luka,PM2.5 - Principal,2022-06-18 15:00:00,2022,6,18,15,8.5,35,Good,9.2,UG/M3,1 Hr,Valid,6146.0
Banja Luka,PM2.5 - Principal,2022-06-18 16:00:00,2022,6,18,16,8.8,37,Good,9.2,UG/M3,1 Hr,Valid,6147.0
Banja Luka,PM2.5 - Principal,2022-06-18 17:00:00,2022,6,18,17,8.6,36,Good,8.5,UG/M3,1 Hr,Valid,6148.0
Banja Luka,PM2.5 - Principal,2022-06-18 18:00:00,2022,6,18,18,8.5,35,Good,8.3,UG/M3,1 Hr,Valid,6149.0
Banja Luka,PM2.5 - Principal,2022-06-18 19:00:00,2022,6,18,19,8.5,35,Good,8.5,UG/M3,1 Hr,Valid,6150.0
Banja Luka,PM2.5 - Principal,2022-06-18 20:00:00,2022,6,18,20,8.3,35,Good,8.0,UG/M3,1 Hr,Valid,6151.0
Banja Luka,PM2.5 - Principal,2022-06-18 21:00:00,2022,6,18,21,8.3,35,Good,8.2,UG/M3,1 Hr,Valid,6152.0
Banja Luka,PM2.5 - Principal,2022-06-18 22:00:00,2022,6,18,22,11.6,48,Good,14.9,UG/M3,1 Hr,Valid,6153.0
Banja Luka,PM2.5 - Principal,2022-06-18 23:00:00,2022,6,18,23,12.5,52,Moderate,13.5,UG/M3,1 Hr,Valid,6154.0
Banja Luka,PM2.5 - Principal,2022-06-19 00:00:00,2022,6,19,0,13.4,54,Moderate,14.2,UG/M3,1 Hr,Valid,6155.0
Banja Luka,PM2.5 - Principal,2022-06-19 01:00:00,2022,6,19,1,12.6,52,Moderate,12.0,UG/M3,1 Hr,Valid,6156.0
Banja Luka,PM2.5 - Principal,2022-06-19 02:00:00,2022,6,19,2,12.3,51,Moderate,12.0,UG/M3,1 Hr,Valid,6157.0
Banja Luka,PM2.5 - Principal,2022-06-19 03:00:00,2022,6,19,3,11.4,48,Good,10.3,UG/M3,1 Hr,Valid,6158.0
Banja Luka,PM2.5 - Principal,2022-06-19 04:00:00,2022,6,19,4,10.4,43,Good,9.3,UG/M3,1 Hr,Valid,6159.0
Banja Luka,PM2.5 - Principal,2022-06-19 05:00:00,2022,6,19,5,10.0,42,Good,9.4,UG/M3,1 Hr,Valid,6160.0
Banja Luka,PM2.5 - Principal,2022-06-19 06:00:00,2022,6,19,6,9.6,40,Good,9.2,UG/M3,1 Hr,Valid,6161.0
Banja Luka,PM2.5 - Principal,2022-06-19 07:00:00,2022,6,19,7,9.4,39,Good,9.2,UG/M3,1 Hr,Valid,6162.0
Banja Luka,PM2.5 - Principal,2022-06-19 08:00:00,2022,6,19,8,9.4,39,Good,9.4,UG/M3,1 Hr,Valid,6163.0
Banja Luka,PM2.5 - Principal,2022-06-19 09:00:00,2022,6,19,9,9.6,40,Good,9.7,UG/M3,1 Hr,Valid,6164.0
Banja Luka,PM2.5 - Principal,2022-06-19 10:00:00,2022,6,19,10,9.8,41,Good,10.2,UG/M3,1 Hr,Valid,6165.0
Banja Luka,PM2.5 - Principal,2022-06-19 11:00:00,2022,6,19,11,10.0,42,Good,10.4,UG/M3,1 Hr,Valid,6166.0
Banja Luka,PM2.5 - Principal,2022-06-19 12:00:00,2022,6,19,12,10.1,42,Good,10.7,UG/M3,1 Hr,Valid,6167.0
Banja Luka,PM2.5 - Principal,2022-06-19 13:00:00,2022,6,19,13,10.1,42,Good,10.1,UG/M3,1 Hr,Valid,6168.0
Banja Luka,PM2.5 - Principal,2022-06-19 14:00:00,2022,6,19,14,9.9,41,Good,9.3,UG/M3,1 Hr,Valid,6169.0
Banja Luka,PM2.5 - Principal,2022-06-19 15:00:00,2022,6,19,15,9.7,40,Good,9.1,UG/M3,1 Hr,Valid,6170.0
Banja Luka,PM2.5 - Principal,2022-06-19 16:00:00,2022,6,19,16,9.7,40,Good,9.3,UG/M3,1 Hr,Valid,6171.0
Banja Luka,PM2.5 - Principal,2022-06-19 17:00:00,2022,6,19,17,9.7,40,Good,9.8,UG/M3,1 Hr,Valid,6172.0
Banja Luka,PM2.5 - Principal,2022-06-19 18:00:00,2022,6,19,18,9.7,40,Good,9.5,UG/M3,1 Hr,Valid,6173.0
Banja Luka,PM2.5 - Principal,2022-06-19 19:00:00,2022,6,19,19,9.7,40,Good,9.9,UG/M3,1 Hr,Valid,6174.0
Banja Luka,PM2.5 - Principal,2022-06-19 20:00:00,2022,6,19,20,9.8,41,Good,10.2,UG/M3,1 Hr,Valid,6175.0
Banja Luka,PM2.5 - Principal,2022-06-19 21:00:00,2022,6,19,21,10.0,42,Good,10.5,UG/M3,1 Hr,Valid,6176.0
Banja Luka,PM2.5 - Principal,2022-06-19 22:00:00,2022,6,19,22,10.0,42,Good,10.5,UG/M3,1 Hr,Valid,6177.0
Banja Luka,PM2.5 - Principal,2022-06-19 23:00:00,2022,6,19,23,13.4,54,Moderate,17.0,UG/M3,1 Hr,Valid,6178.0
Banja Luka,PM2.5 - Principal,2022-06-20 00:00:00,2022,6,20,0,13.9,55,Moderate,14.4,UG/M3,1 Hr,Valid,6179.0
Banja Luka,PM2.5 - Principal,2022-06-20 01:00:00,2022,6,20,1,14.2,55,Moderate,14.5,UG/M3,1 Hr,Valid,6180.0
Banja Luka,PM2.5 - Principal,2022-06-20 02:00:00,2022,6,20,2,13.8,55,Moderate,13.4,UG/M3,1 Hr,Valid,6181.0
Banja Luka,PM2.5 - Principal,2022-06-20 03:00:00,2022,6,20,3,12.4,52,Moderate,10.7,UG/M3,1 Hr,Valid,6182.0
Banja Luka,PM2.5 - Principal,2022-06-20 04:00:00,2022,6,20,4,11.6,48,Good,10.6,UG/M3,1 Hr,Valid,6183.0
Banja Luka,PM2.5 - Principal,2022-06-20 05:00:00,2022,6,20,5,11.3,47,Good,10.8,UG/M3,1 Hr,Valid,6184.0
Banja Luka,PM2.5 - Principal,2022-06-20 06:00:00,2022,6,20,6,11.2,47,Good,10.9,UG/M3,1 Hr,Valid,6185.0
Banja Luka,PM2.5 - Principal,2022-06-20 07:00:00,2022,6,20,7,11.5,48,Good,12.0,UG/M3,1 Hr,Valid,6186.0
Banja Luka,PM2.5 - Principal,2022-06-20 08:00:00,2022,6,20,8,12.0,50,Good,12.7,UG/M3,1 Hr,Valid,6187.0
Banja Luka,PM2.5 - Principal,2022-06-20 09:00:00,2022,6,20,9,12.4,52,Moderate,13.1,UG/M3,1 Hr,Valid,6188.0
Banja Luka,PM2.5 - Principal,2022-06-20 10:00:00,2022,6,20,10,13.1,53,Moderate,14.3,UG/M3,1 Hr,Valid,6189.0
Banja Luka,PM2.5 - Principal,2022-06-20 11:00:00,2022,6,20,11,13.1,53,Moderate,14.0,UG/M3,1 Hr,Valid,6190.0
Banja Luka,PM2.5 - Principal,2022-06-20 12:00:00,2022,6,20,12,12.7,52,Moderate,11.6,UG/M3,1 Hr,Valid,6191.0
Banja Luka,PM2.5 - Principal,2022-06-20 13:00:00,2022,6,20,13,12.0,50,Good,10.3,UG/M3,1 Hr,Valid,6192.0
Banja Luka,PM2.5 - Principal,2022-06-20 14:00:00,2022,6,20,14,11.3,47,Good,10.0,UG/M3,1 Hr,Valid,6193.0
Banja Luka,PM2.5 - Principal,2022-06-20 15:00:00,2022,6,20,15,10.1,42,Good,8.6,UG/M3,1 Hr,Valid,6194.0
Banja Luka,PM2.5 - Principal,2022-06-20 16:00:00,2022,6,20,16,9.3,39,Good,8.4,UG/M3,1 Hr,Valid,6195.0
Banja Luka,PM2.5 - Principal,2022-06-20 17:00:00,2022,6,20,17,9.0,38,Good,8.6,UG/M3,1 Hr,Valid,6196.0
Banja Luka,PM2.5 - Principal,2022-06-20 18:00:00,2022,6,20,18,8.9,37,Good,8.6,UG/M3,1 Hr,Valid,6197.0
Banja Luka,PM2.5 - Principal,2022-06-20 19:00:00,2022,6,20,19,8.7,36,Good,8.5,UG/M3,1 Hr,Valid,6198.0
Banja Luka,PM2.5 - Principal,2022-06-20 20:00:00,2022,6,20,20,8.8,37,Good,9.0,UG/M3,1 Hr,Valid,6199.0
Banja Luka,PM2.5 - Principal,2022-06-20 21:00:00,2022,6,20,21,9.2,38,Good,9.8,UG/M3,1 Hr,Valid,6200.0
Banja Luka,PM2.5 - Principal,2022-06-20 22:00:00,2022,6,20,22,10.2,43,Good,11.7,UG/M3,1 Hr,Valid,6201.0
Banja Luka,PM2.5 - Principal,2022-06-20 23:00:00,2022,6,20,23,11.2,47,Good,13.1,UG/M3,1 Hr,Valid,6202.0
Banja Luka,PM2.5 - Principal,2022-06-21 00:00:00,2022,6,21,0,12.4,52,Moderate,14.0,UG/M3,1 Hr,Valid,6203.0
Banja Luka,PM2.5 - Principal,2022-06-21 01:00:00,2022,6,21,1,13.0,53,Moderate,13.8,UG/M3,1 Hr,Valid,6204.0
Banja Luka,PM2.5 - Principal,2022-06-21 02:00:00,2022,6,21,2,13.3,54,Moderate,13.8,UG/M3,1 Hr,Valid,6205.0
Banja Luka,PM2.5 - Principal,2022-06-21 03:00:00,2022,6,21,3,13.4,54,Moderate,13.6,UG/M3,1 Hr,Valid,6206.0
Banja Luka,PM2.5 - Principal,2022-06-21 04:00:00,2022,6,21,4,13.7,54,Moderate,14.2,UG/M3,1 Hr,Valid,6207.0
Banja Luka,PM2.5 - Principal,2022-06-21 05:00:00,2022,6,21,5,13.2,53,Moderate,12.4,UG/M3,1 Hr,Valid,6208.0
Banja Luka,PM2.5 - Principal,2022-06-21 06:00:00,2022,6,21,6,12.8,52,Moderate,12.1,UG/M3,1 Hr,Valid,6209.0
Banja Luka,PM2.5 - Principal,2022-06-21 07:00:00,2022,6,21,7,12.7,52,Moderate,12.5,UG/M3,1 Hr,Valid,6210.0
Banja Luka,PM2.5 - Principal,2022-06-21 08:00:00,2022,6,21,8,12.9,53,Moderate,13.1,UG/M3,1 Hr,Valid,6211.0
Banja Luka,PM2.5 - Principal,2022-06-21 09:00:00,2022,6,21,9,13.8,55,Moderate,16.2,UG/M3,1 Hr,Valid,6212.0
Banja Luka,PM2.5 - Principal,2022-06-21 10:00:00,2022,6,21,10,14.0,55,Moderate,14.5,UG/M3,1 Hr,Valid,6213.0
Banja Luka,PM2.5 - Principal,2022-06-21 11:00:00,2022,6,21,11,14.1,55,Moderate,14.3,UG/M3,1 Hr,Valid,6214.0
Banja Luka,PM2.5 - Principal,2022-06-21 12:00:00,2022,6,21,12,13.9,55,Moderate,13.3,UG/M3,1 Hr,Valid,6215.0
Banja Luka,PM2.5 - Principal,2022-06-21 13:00:00,2022,6,21,13,13.7,54,Moderate,13.1,UG/M3,1 Hr,Valid,6216.0
Banja Luka,PM2.5 - Principal,2022-06-21 14:00:00,2022,6,21,14,13.5,54,Moderate,12.9,UG/M3,1 Hr,Valid,6217.0
Banja Luka,PM2.5 - Principal,2022-06-21 15:00:00,2022,6,21,15,13.3,54,Moderate,12.7,UG/M3,1 Hr,Valid,6218.0
Banja Luka,PM2.5 - Principal,2022-06-21 16:00:00,2022,6,21,16,13.2,53,Moderate,13.2,UG/M3,1 Hr,Valid,6219.0
Banja Luka,PM2.5 - Principal,2022-06-21 17:00:00,2022,6,21,17,13.0,53,Moderate,12.3,UG/M3,1 Hr,Valid,6220.0
Banja Luka,PM2.5 - Principal,2022-06-21 18:00:00,2022,6,21,18,13.1,53,Moderate,13.2,UG/M3,1 Hr,Valid,6221.0
Banja Luka,PM2.5 - Principal,2022-06-21 19:00:00,2022,6,21,19,13.2,53,Moderate,13.8,UG/M3,1 Hr,Valid,6222.0
Banja Luka,PM2.5 - Principal,2022-06-21 20:00:00,2022,6,21,20,13.5,54,Moderate,14.1,UG/M3,1 Hr,Valid,6223.0
Banja Luka,PM2.5 - Principal,2022-06-21 21:00:00,2022,6,21,21,13.5,54,Moderate,14.3,UG/M3,1 Hr,Valid,6224.0
